22,25,6207,8641,1,0
56,25,6639,8686,1,0
85,91,6802,7390,1,0
85,96,6915,7390,1,0
87,51,6942,7288,1,0
46,83,7032,7366,1,0
85,68,7033,7390,1,0
70,41,7035,7393,1,0
67,95,7035,7391,1,0
22,56,7045,8022,1,0
86,71,7146,7620,1,0
93,64,7152,7387,1,0
90,93,7156,7390,1,0
65,95,7159,7391,1,0
45,38,7163,7393,1,0
45,78,7163,7393,1,0
28,96,7170,7285,1,0
87,42,7173,7285,1,0
71,87,7217,7337,1,0
86,21,7259,7620,1,0
89,23,7259,7369,1,0
89,42,7259,7369,1,0
72,81,7267,7390,1,0
69,54,7268,7392,1,0
69,40,7269,7391,1,0
95,54,7269,7385,1,0
96,37,7269,7383,1,0
95,79,7270,7385,1,0
91,62,7270,7391,1,0
91,80,7270,7391,1,0
92,26,7270,7385,1,0
92,30,7270,7385,1,0
62,36,7270,7392,1,0
62,48,7270,7390,1,0
62,69,7270,7390,1,0
62,87,7270,7390,1,0
62,98,7270,7390,1,0
81,64,7270,7387,1,0
81,80,7270,7387,1,0
62,65,7271,7392,1,0
92,45,7271,7387,1,0
95,24,7271,7385,1,0
95,55,7271,7387,1,0
91,36,7272,7391,1,0
91,60,7272,7392,1,0
26,83,7272,7392,1,0
69,31,7272,7392,1,0
64,61,7273,7393,1,0
64,79,7273,7393,1,0
54,87,7273,7393,1,0
54,91,7273,7393,1,0
81,47,7273,7387,1,0
81,70,7273,7387,1,0
93,26,7273,7388,1,0
93,37,7273,7387,1,0
93,57,7273,7387,1,0
39,62,7273,7392,1,0
21,32,7274,7507,1,0
21,51,7274,7387,1,0
21,73,7274,7505,1,0
21,67,7275,7507,1,0
75,46,7275,7390,1,0
75,88,7275,7390,1,0
90,91,7275,7390,1,0
90,28,7275,7390,1,0
90,43,7275,7388,1,0
85,51,7275,7388,1,0
83,32,7276,7397,1,0
73,92,7276,7611,1,0
75,36,7276,7392,1,0
75,98,7276,7392,1,0
73,90,7277,7388,1,0
73,41,7277,7387,1,0
31,21,7277,7390,1,0
31,67,7277,7391,1,0
31,76,7277,7390,1,0
65,41,7278,7392,1,0
83,29,7278,7514,1,0
80,43,7279,7402,1,0
80,74,7279,7402,1,0
80,91,7279,7402,1,0
80,28,7281,7402,1,0
80,39,7281,7515,1,0
87,29,7282,7401,1,0
87,46,7282,7285,1,0
28,27,7283,7284,1,0
28,33,7283,7284,1,0
28,78,7284,7284,1,0
28,50,7285,7285,1,0
28,83,7285,7285,1,0
87,31,7285,7285,1,0
87,56,7285,7285,1,0
87,66,7285,7288,1,0
87,74,7285,7401,1,0
87,86,7285,7288,1,0
87,93,7285,7285,1,0
87,22,7288,7288,1,0
87,23,7288,7288,1,0
87,49,7288,7288,1,0
56,22,7335,8800,1,0
71,24,7337,7577,1,0
71,44,7337,7337,1,0
71,60,7337,7337,1,0
71,78,7337,7337,1,0
71,81,7337,7337,1,0
46,26,7366,7481,1,0
46,44,7366,7481,1,0
46,45,7366,7593,1,0
46,78,7366,7366,1,0
46,81,7366,7481,1,0
46,84,7366,7366,1,0
46,93,7366,7366,1,0
89,22,7369,7369,1,0
89,49,7369,7369,1,0
89,62,7369,7369,1,0
89,67,7369,7369,1,0
68,32,7374,7374,1,0
68,54,7374,7374,1,0
68,77,7374,7374,1,0
68,90,7374,7374,1,0
68,92,7374,7374,1,0
68,93,7374,7374,1,0
68,96,7374,7376,1,0
68,26,7376,7376,1,0
68,46,7376,7497,1,0
68,57,7376,7376,1,0
68,87,7376,7610,1,0
68,89,7376,7376,1,0
68,91,7376,7376,1,0
86,28,7376,7376,1,0
86,72,7376,7376,1,0
86,73,7376,7376,1,0
86,81,7376,7376,1,0
86,93,7376,7501,1,0
86,31,7378,7378,1,0
86,32,7378,7378,1,0
86,42,7378,7378,1,0
86,57,7378,7734,1,0
86,63,7378,7378,1,0
86,80,7378,7620,1,0
96,41,7383,7501,1,0
96,51,7383,7502,1,0
96,67,7383,7383,1,0
96,74,7383,7502,1,0
96,84,7383,7383,1,0
96,90,7383,7383,1,0
95,53,7385,7385,1,0
95,62,7385,7385,1,0
95,64,7385,7385,1,0
95,89,7385,7386,1,0
92,40,7385,7385,1,0
92,73,7385,7385,1,0
92,84,7385,7385,1,0
92,96,7385,7388,1,0
95,52,7386,7386,1,0
95,71,7386,7386,1,0
95,84,7386,7389,1,0
95,98,7386,7386,1,0
95,32,7387,7387,1,0
95,41,7387,7387,1,0
95,46,7387,7387,1,0
95,66,7387,7387,1,0
95,78,7387,7387,1,0
95,90,7387,7387,1,0
92,31,7387,7387,1,0
92,32,7387,7387,1,0
92,37,7387,7387,1,0
92,51,7387,7387,1,0
92,67,7387,7388,1,0
92,77,7387,7387,1,0
93,32,7387,7387,1,0
93,33,7387,7387,1,0
93,72,7387,7387,1,0
93,73,7387,7387,1,0
93,88,7387,7387,1,0
73,35,7387,7387,1,0
81,83,7387,7387,1,0
81,93,7387,7387,1,0
81,98,7387,7387,1,0
73,60,7387,7502,1,0
73,68,7387,7387,1,0
73,77,7387,7387,1,0
73,93,7387,7387,1,0
21,60,7387,7387,1,0
21,68,7387,7387,1,0
21,77,7387,7387,1,0
21,80,7387,7387,1,0
21,92,7387,7387,1,0
90,79,7388,7388,1,0
92,78,7388,7388,1,0
92,80,7388,7388,1,0
92,81,7388,7388,1,0
92,83,7388,7388,1,0
92,94,7388,7388,1,0
93,38,7388,7388,1,0
93,44,7388,7388,1,0
93,59,7388,7388,1,0
93,63,7388,7388,1,0
93,68,7388,7388,1,0
93,85,7388,7388,1,0
93,91,7388,7388,1,0
90,23,7388,7390,1,0
90,27,7388,7388,1,0
90,66,7388,7388,1,0
90,68,7388,7388,1,0
90,77,7388,7388,1,0
85,37,7388,7388,1,0
85,57,7388,7390,1,0
73,51,7388,7611,1,0
73,64,7388,7388,1,0
73,81,7388,7388,1,0
73,83,7388,7388,1,0
73,32,7388,7500,1,0
73,40,7388,7388,1,0
81,21,7389,7389,1,0
81,23,7389,7389,1,0
81,41,7389,7389,1,0
81,43,7389,7390,1,0
81,68,7389,7390,1,0
81,72,7389,7389,1,0
81,90,7389,7389,1,0
81,95,7389,7389,1,0
95,37,7389,7513,1,0
95,51,7389,7513,1,0
95,57,7389,7389,1,0
95,68,7389,7389,1,0
95,91,7389,7626,1,0
95,94,7389,7389,1,0
85,31,7390,7390,1,0
85,35,7390,7390,1,0
85,60,7390,7390,1,0
85,92,7390,7390,1,0
90,92,7390,7391,1,0
90,96,7390,7390,1,0
92,28,7390,7390,1,0
92,43,7390,7390,1,0
92,49,7390,7390,1,0
92,52,7390,7390,1,0
92,71,7390,7390,1,0
92,75,7390,7390,1,0
92,98,7390,7623,1,0
93,27,7390,7390,1,0
93,46,7390,7390,1,0
93,48,7390,7391,1,0
93,66,7390,7390,1,0
93,75,7390,7391,1,0
93,86,7390,7390,1,0
93,95,7390,7390,1,0
90,31,7390,7390,1,0
90,73,7390,7390,1,0
31,35,7390,7391,1,0
31,45,7390,7394,1,0
31,60,7390,7397,1,0
31,72,7390,7390,1,0
31,92,7390,7516,1,0
31,93,7390,7390,1,0
81,52,7390,7390,1,0
81,87,7390,7390,1,0
81,96,7390,7390,1,0
67,43,7390,7390,1,0
